reference	ref_length	mean_coverage	std_coverage	pct_covered
kraken:taxid|51914	50294	0.00	0.06	0.13
kraken:taxid|51918	33201	0.00	0.16	0.10
kraken:taxid|520168	17800	0.00	0.04	0.17
kraken:taxid|520170	17873	0.01	0.28	0.16
kraken:taxid|520522	70578	0.00	0.02	0.04
kraken:taxid|520992	16602	0.02	0.39	0.19
kraken:taxid|522324	104744	0.00	0.13	0.04
kraken:taxid|522327	104131	0.00	0.15	0.04
kraken:taxid|52239	17310	0.00	0.04	0.15
kraken:taxid|522482	46507	0.10	1.51	1.51
kraken:taxid|52253	39415	0.00	0.04	0.18
kraken:taxid|522787	15370	0.01	0.07	0.55
kraken:taxid|52283	13919	0.00	0.05	0.29
kraken:taxid|522852	15264	0.01	0.17	0.32
kraken:taxid|522875	15326	0.14	3.13	0.34
kraken:taxid|523103	24297	0.01	0.12	1.00
kraken:taxid|523338	66743	0.00	0.06	0.04
kraken:taxid|52344	15373	0.00	0.04	0.17
kraken:taxid|52462	246721	0.00	0.03	0.08
kraken:taxid|52586	188577	0.40	30.57	0.20
kraken:taxid|525896	15831	0.07	1.49	0.43
kraken:taxid|526113	15376	0.00	0.04	0.17
kraken:taxid|526243	59455	0.01	0.12	0.29
kraken:taxid|526407	17299	0.28	7.17	0.16
kraken:taxid|52650	16677	0.00	0.08	0.18
kraken:taxid|5270	56814	0.07	0.99	1.26
kraken:taxid|527563	15623	0.12	3.06	0.17
kraken:taxid|527655	16202	0.00	0.04	0.18
kraken:taxid|52775	17622	0.01	0.13	0.42
kraken:taxid|52810	18016	0.11	2.75	0.34
kraken:taxid|52824	232241	0.02	1.70	0.03
kraken:taxid|5286	125937	0.00	0.04	0.04
kraken:taxid|52884	63363	0.45	21.20	0.27
kraken:taxid|529104	16734	0.00	0.08	0.16
kraken:taxid|52960	41048	0.01	0.15	0.16
kraken:taxid|52976	106198	0.00	0.06	0.04
kraken:taxid|529818	31217	0.75	17.35	0.58
kraken:taxid|530045	200401	0.05	2.00	0.23
kraken:taxid|5308	156348	0.03	1.07	0.31
kraken:taxid|53103	32281	0.00	0.05	0.24
kraken:taxid|5315	60635	0.00	0.03	0.10
kraken:taxid|5321	72134	0.01	0.52	0.09
kraken:taxid|5322	73242	0.00	0.04	0.04
kraken:taxid|5323	72650	0.00	0.21	0.05
kraken:taxid|5325	67318	0.62	4.23	18.28
kraken:taxid|5327	59039	0.00	0.11	0.05
kraken:taxid|53277	16627	0.00	0.05	0.23
kraken:taxid|5334	49704	0.00	0.04	0.20
kraken:taxid|5343	153897	0.14	6.84	0.44
kraken:taxid|53488	39201	0.04	1.27	0.15
kraken:taxid|5353	121394	0.03	1.66	0.23
kraken:taxid|536017	16500	0.00	0.04	0.17
kraken:taxid|53616	15115	0.00	0.05	0.21
kraken:taxid|53701	14779	0.02	0.54	0.18
kraken:taxid|537462	15040	0.01	0.21	0.18
kraken:taxid|537781	15577	0.01	0.24	0.22
kraken:taxid|538568	43061	0.00	0.03	0.06
kraken:taxid|538574	313022	0.00	0.01	0.02
kraken:taxid|538890	15566	0.00	0.04	0.17
kraken:taxid|53987	37895	0.00	0.06	0.08
kraken:taxid|54058	18984	0.00	0.05	0.26
kraken:taxid|542572	16037	0.01	0.11	0.26
kraken:taxid|542766	29999	0.10	0.69	3.73
kraken:taxid|543379	15042	0.01	0.22	0.26
kraken:taxid|543396	15592	0.00	0.04	0.20
kraken:taxid|543401	15375	0.00	0.05	0.21
kraken:taxid|54356	16665	0.01	0.19	0.37
kraken:taxid|543791	38937	0.10	0.69	2.67
kraken:taxid|54386	16937	0.03	0.54	0.41
kraken:taxid|543873	17392	0.14	3.05	0.40
kraken:taxid|544437	16299	0.00	0.04	0.17
kraken:taxid|54484	16989	0.00	0.06	0.34
kraken:taxid|54496	17149	0.01	0.07	0.54
kraken:taxid|54508	16975	0.00	0.05	0.29
kraken:taxid|545262	16841	0.00	0.04	0.18
kraken:taxid|546662	20504	0.00	0.08	0.15
kraken:taxid|547198	16942	0.26	5.62	0.38
kraken:taxid|547948	16796	0.00	0.09	0.19
kraken:taxid|54799	414903	0.00	0.01	0.01
kraken:taxid|5480	32745	0.02	0.21	0.81
kraken:taxid|54899	53439	0.07	0.99	1.82
kraken:taxid|549293	31830	0.05	0.80	0.90
kraken:taxid|54971	16725	0.01	0.10	0.36
kraken:taxid|5501	68097	0.39	6.68	2.25
kraken:taxid|550478	11599	0.01	0.09	0.76
kraken:taxid|55055	15577	0.01	0.21	0.48
kraken:taxid|5507	34477	0.06	0.55	1.60
kraken:taxid|551137	484858	0.00	0.01	0.01
kraken:taxid|551222	15285	0.00	0.05	0.26
kraken:taxid|5516	103844	0.00	0.03	0.07
kraken:taxid|55188	521559	0.00	0.04	0.04
kraken:taxid|55194	45715	0.77	3.81	7.21
kraken:taxid|55200	111036	0.00	0.02	0.05
kraken:taxid|55275	13793	0.00	0.04	0.20
kraken:taxid|5537	47023	0.01	0.19	0.51
kraken:taxid|554065	78500	0.01	0.16	0.47
kraken:taxid|55425	17018	0.00	0.08	0.17
kraken:taxid|55494	349058	0.00	0.05	0.07
kraken:taxid|5551	26985	0.01	0.10	0.52
kraken:taxid|55514	53895	0.02	0.62	0.34
kraken:taxid|555144	16771	0.01	0.28	0.16
kraken:taxid|55529	35013	0.00	0.12	0.16
kraken:taxid|55534	16749	0.00	0.04	0.17
kraken:taxid|555342	16750	0.01	0.13	0.19
kraken:taxid|5554	73462	0.20	4.90	1.06
kraken:taxid|55557	16673	0.00	0.04	0.20
kraken:taxid|55564	67737	0.01	0.12	0.50
kraken:taxid|556145	17042	0.00	0.04	0.17
kraken:taxid|556494	15590	0.00	0.04	0.17
kraken:taxid|55718	17134	0.00	0.05	0.23
kraken:taxid|557396	15345	0.15	3.28	0.23
kraken:taxid|559292	85779	0.10	0.52	4.68
kraken:taxid|559495	16728	0.09	1.16	0.77
kraken:taxid|55985	18579	0.00	0.04	0.16
kraken:taxid|56065	425718	0.00	0.04	0.07
kraken:taxid|56068	17264	0.01	0.08	0.61
kraken:taxid|560922	15712	0.01	0.22	0.20
kraken:taxid|560959	16416	0.01	0.20	0.16
kraken:taxid|561152	28829	0.05	0.48	2.59
kraken:taxid|56187	70059	0.02	0.30	0.57
kraken:taxid|561986	69218	0.00	0.14	0.09
kraken:taxid|56267	18966	0.00	0.06	0.31
kraken:taxid|56311	17280	0.00	0.04	0.15
kraken:taxid|5632	61151	0.03	0.39	0.78
kraken:taxid|56325	16835	0.05	1.12	0.26
kraken:taxid|56343	17329	0.00	0.08	0.17
kraken:taxid|56350	17507	0.00	0.04	0.19
kraken:taxid|56364	15377	0.00	0.04	0.18
kraken:taxid|56417	61425	0.01	0.43	0.14
kraken:taxid|56435	16880	0.65	7.09	1.45
kraken:taxid|56436	16875	0.00	0.09	0.32
kraken:taxid|56783	16930	0.04	0.48	0.65
kraken:taxid|56786	16914	0.02	0.23	0.78
kraken:taxid|56789	16905	0.06	1.06	0.60
kraken:taxid|568076	24945	0.02	0.28	0.49
kraken:taxid|56866	460333	0.03	0.28	1.19
kraken:taxid|56867	186609	0.01	0.69	0.02
kraken:taxid|569024	17486	0.01	0.25	0.18
kraken:taxid|569038	15792	0.00	0.08	0.16
kraken:taxid|56915	162913	0.00	0.03	0.09
kraken:taxid|56917	178019	0.16	8.58	0.09
kraken:taxid|56918	175222	0.00	0.01	0.02
kraken:taxid|569361	106714	0.00	0.05	0.15
kraken:taxid|569362	93428	0.00	0.03	0.08
kraken:taxid|56939	164245	0.00	0.07	0.05
kraken:taxid|569394	98773	0.00	0.03	0.07
kraken:taxid|569430	15074	0.04	1.00	0.17
kraken:taxid|569434	14418	0.01	0.19	0.29
kraken:taxid|569436	14424	0.01	0.21	0.18
kraken:taxid|569589	15877	0.00	0.04	0.19
kraken:taxid|57068	16935	0.02	0.49	0.19
kraken:taxid|57069	17066	0.01	0.17	0.67
kraken:taxid|57074	16887	0.10	1.48	0.53
kraken:taxid|57078	14884	0.00	0.09	0.19
kraken:taxid|57122	282211	0.00	0.02	0.05
kraken:taxid|571297	15729	0.01	0.19	0.23
kraken:taxid|57176	16594	0.00	0.06	0.37
kraken:taxid|571888	16798	0.01	0.12	0.80
kraken:taxid|572106	16804	0.00	0.09	0.20
kraken:taxid|57242	16223	0.01	0.10	0.46
kraken:taxid|573508	77649	23.62	67.38	55.94
kraken:taxid|57375	16471	0.03	0.44	0.55
kraken:taxid|573969	17258	0.00	0.04	0.17
kraken:taxid|57412	17283	0.20	2.89	1.34
kraken:taxid|574566	65497	0.03	0.62	0.38
kraken:taxid|5755	41591	0.09	2.80	0.11
kraken:taxid|57550	22816	0.00	0.07	0.13
kraken:taxid|57577	301823	0.00	0.06	0.03
kraken:taxid|575836	14143	0.00	0.09	0.18
kraken:taxid|575983	91500	0.12	2.44	1.15
kraken:taxid|576137	43742	0.06	0.51	2.28
kraken:taxid|5762	49843	0.03	0.30	1.20
kraken:taxid|5763	49531	0.21	9.03	0.11
kraken:taxid|576390	103071	0.01	0.17	0.10
kraken:taxid|57655	602121	0.00	0.01	0.02
kraken:taxid|57686	15369	0.01	0.13	0.18
kraken:taxid|5778	51645	0.10	1.75	1.24
kraken:taxid|57918	312993	0.00	0.01	0.01
kraken:taxid|57919	335549	0.01	0.21	0.20
kraken:taxid|57941	422985	0.01	0.22	0.10
kraken:taxid|57950	16617	0.04	0.76	0.40
kraken:taxid|58060	16701	0.00	0.05	0.20
kraken:taxid|58203	16765	0.01	0.12	0.17
kraken:taxid|58209	16757	0.01	0.20	0.54
kraken:taxid|58242	15397	0.01	0.25	0.25
kraken:taxid|58291	43837	0.01	0.09	0.42
kraken:taxid|583413	15554	0.00	0.08	0.17
kraken:taxid|583456	15602	0.02	0.49	0.17
kraken:taxid|58370	15534	0.03	0.65	0.17
kraken:taxid|58532	476091	0.01	0.21	0.25
kraken:taxid|585954	16235	0.00	0.04	0.17
kraken:taxid|58609	16868	0.01	0.16	0.17
kraken:taxid|586788	16836	0.00	0.08	0.17
kraken:taxid|586790	16791	23.44	536.44	0.20
kraken:taxid|586835	16502	0.01	0.18	0.20
kraken:taxid|58710	16618	0.01	0.13	0.19
kraken:taxid|587282	5992	0.05	0.64	0.50
kraken:taxid|587666	494599	0.00	0.10	0.28
kraken:taxid|5885	43660	0.23	6.68	0.46
kraken:taxid|58860	607282	0.09	11.96	0.12
kraken:taxid|588642	163324	0.00	0.07	0.04
kraken:taxid|588727	38566	0.03	0.64	0.23
kraken:taxid|5889	40469	0.01	0.29	0.23
kraken:taxid|58934	390962	0.01	0.25	0.26
kraken:taxid|5901	47691	0.01	0.11	0.25
kraken:taxid|59018	633356	0.00	0.32	0.05
kraken:taxid|5905	47496	0.00	0.03	0.12
kraken:taxid|590635	16617	0.01	0.13	0.17
kraken:taxid|5907	46990	0.01	0.11	0.29
kraken:taxid|5908	47296	0.01	0.18	0.39
kraken:taxid|5909	47310	0.00	0.07	0.05
kraken:taxid|590991	16867	0.00	0.04	0.18
kraken:taxid|590994	16507	0.00	0.04	0.16
kraken:taxid|5911	47577	0.00	0.02	0.06
kraken:taxid|591489	14823	0.01	0.10	0.38
kraken:taxid|59264	14310	0.00	0.04	0.18
kraken:taxid|5932	51686	0.00	0.08	0.29
kraken:taxid|593754	525326	0.01	0.67	0.03
kraken:taxid|593793	15220	0.01	0.24	0.42
kraken:taxid|594077	15117	0.01	0.17	0.18
kraken:taxid|59419	17751	0.00	0.05	0.30
kraken:taxid|59515	16751	0.00	0.08	0.16
kraken:taxid|59531	16426	0.02	0.46	0.18
kraken:taxid|59536	16392	0.00	0.08	0.16
kraken:taxid|595493	78812	0.01	0.13	0.38
kraken:taxid|59586	40752	0.10	0.65	3.32
kraken:taxid|595970	16126	0.00	0.04	0.16
kraken:taxid|596724	15330	0.00	0.04	0.20
kraken:taxid|596826	15466	0.01	0.17	0.18
kraken:taxid|5974	50085	0.01	0.36	0.34
kraken:taxid|59818	13288	0.10	0.77	2.57
kraken:taxid|59970	425282	0.01	0.36	0.18
kraken:taxid|599730	23268	0.03	0.40	0.43
kraken:taxid|600203	15237	0.01	0.30	0.35
kraken:taxid|60169	28192	0.44	3.14	9.30
kraken:taxid|60172	28601	0.41	3.19	11.15
kraken:taxid|60182	16753	0.01	0.18	0.20
kraken:taxid|60187	68834	0.05	2.15	0.05
kraken:taxid|60188	299474	0.00	0.03	0.02
kraken:taxid|602068	16677	0.01	0.15	0.54
kraken:taxid|602213	18287	0.01	0.30	0.14
kraken:taxid|602216	16659	0.01	0.20	0.16
kraken:taxid|60249	14822	0.00	0.05	0.22
kraken:taxid|60284	16502	0.00	0.09	0.19
kraken:taxid|604433	16726	0.02	0.39	0.19
kraken:taxid|60444	55068	0.06	1.10	1.48
kraken:taxid|60585	16524	0.00	0.08	0.16
kraken:taxid|60698	682814	0.00	0.49	0.04
kraken:taxid|608002	14885	0.01	0.24	0.23
kraken:taxid|609060	15564	0.98	21.88	0.22
kraken:taxid|60927	15468	0.03	0.48	0.70
kraken:taxid|609446	16086	0.00	0.05	0.24
kraken:taxid|610278	16663	0.00	0.05	0.29
kraken:taxid|610381	16089	0.01	0.24	0.19
kraken:taxid|6108	20390	0.00	0.04	0.17
kraken:taxid|61186	178357	0.04	1.36	0.67
kraken:taxid|61316	16625	0.01	0.14	0.22
kraken:taxid|61323	16503	0.00	0.04	0.16
kraken:taxid|613577	15466	0.00	0.04	0.19
kraken:taxid|61408	16626	0.01	0.16	0.17
kraken:taxid|61420	29728	0.08	0.85	4.02
kraken:taxid|6145	16937	0.00	0.04	0.19
kraken:taxid|61564	104603	0.00	0.13	0.04
kraken:taxid|61662	15883	0.09	1.55	0.71
kraken:taxid|61693	20075	0.01	0.26	0.13
kraken:taxid|61718	16111	0.07	1.67	0.18
kraken:taxid|617696	17085	0.13	3.27	0.15
kraken:taxid|617864	19813	0.02	0.46	0.15
kraken:taxid|617865	18063	0.02	0.51	0.16
kraken:taxid|617871	17399	0.00	0.04	0.15
kraken:taxid|618109	17955	0.00	0.12	0.16
kraken:taxid|6182	14085	0.82	18.29	0.47
kraken:taxid|618424	16951	0.01	0.31	0.28
kraken:taxid|6185	15003	0.03	0.79	0.20
kraken:taxid|61871	16216	0.02	0.19	0.89
kraken:taxid|62086	16810	0.02	0.33	0.23
kraken:taxid|621226	17004	0.00	0.09	0.18
kraken:taxid|6213	13750	0.04	0.87	0.25
kraken:taxid|622444	40063	0.00	0.05	0.06
kraken:taxid|622658	14994	0.00	0.09	0.19
kraken:taxid|62272	17407	0.00	0.04	0.18
kraken:taxid|62273	17002	0.01	0.24	0.23
kraken:taxid|62298	38887	0.02	0.44	0.51
kraken:taxid|6230	14666	0.16	3.65	0.26
kraken:taxid|623669	15408	0.02	0.34	0.36
kraken:taxid|6248	13751	0.23	2.84	1.55
kraken:taxid|625355	18127	0.01	0.23	0.14
kraken:taxid|6266	14029	0.02	0.33	0.23
kraken:taxid|626692	378373	0.00	0.03	0.02
kraken:taxid|62708	332165	0.17	14.07	0.15
kraken:taxid|627135	16499	0.00	0.08	0.18
kraken:taxid|6277	13724	0.02	0.21	0.90
kraken:taxid|6279	13657	0.01	0.13	0.19
kraken:taxid|6287	13814	0.01	0.20	0.41
kraken:taxid|6293	13636	0.04	0.79	0.45
kraken:taxid|6303	18291	0.00	0.04	0.14
kraken:taxid|630746	16936	0.01	0.12	0.17
kraken:taxid|631358	42741	0.00	0.05	0.06
kraken:taxid|63221	16565	1.19	5.01	15.99
kraken:taxid|63244	13689	0.00	0.04	0.19
kraken:taxid|6326	14778	0.02	0.46	0.18
kraken:taxid|633873	16006	0.00	0.04	0.20
kraken:taxid|63405	23943	0.03	0.28	1.24
kraken:taxid|63459	315003	0.00	0.10	0.08
kraken:taxid|63521	16782	0.01	0.17	0.28
kraken:taxid|63577	32758	0.00	0.05	0.21
kraken:taxid|63601	75717	0.00	0.10	0.25
kraken:taxid|63629	515022	0.00	0.15	0.10
kraken:taxid|63632	560800	0.00	0.07	0.24
kraken:taxid|637490	335042	0.00	0.03	0.02
kraken:taxid|638462	15350	0.00	0.05	0.21
kraken:taxid|639398	15832	0.00	0.12	0.16
kraken:taxid|6398	14998	0.02	0.45	0.20
kraken:taxid|640304	16335	0.00	0.04	0.17
kraken:taxid|641122	16571	0.00	0.05	0.22
kraken:taxid|641292	16639	0.01	0.26	0.19
kraken:taxid|641309	36702	0.01	0.27	0.50
kraken:taxid|642990	15236	0.00	0.04	0.17
kraken:taxid|642994	15487	0.01	0.25	0.17
kraken:taxid|643319	16593	0.04	1.03	0.17
kraken:taxid|643342	16578	0.00	0.09	0.22
kraken:taxid|643377	16573	0.00	0.09	0.19
kraken:taxid|643380	17010	0.00	0.04	0.18
kraken:taxid|643389	16743	0.07	1.51	0.23
kraken:taxid|643417	16600	0.00	0.04	0.19
kraken:taxid|643457	16592	0.01	0.14	0.22
kraken:taxid|643629	41528	0.09	3.09	0.18
kraken:taxid|64372	103563	0.02	0.20	0.77
kraken:taxid|643729	15942	0.00	0.08	0.16
kraken:taxid|64478	792319	0.00	0.02	0.02
kraken:taxid|64495	54178	0.01	0.16	0.28
kraken:taxid|64499	37422	0.17	1.15	4.67
kraken:taxid|645280	16607	0.19	4.59	0.16
kraken:taxid|645353	15741	0.01	0.17	0.18
kraken:taxid|64609	42895	0.00	0.08	0.15
kraken:taxid|64654	44984	0.01	0.13	0.18
kraken:taxid|646541	16477	0.00	0.04	0.18
kraken:taxid|64657	35058	0.05	0.61	1.31
kraken:taxid|64660	50643	0.01	0.23	0.24
kraken:taxid|64668	16683	0.01	0.13	0.18
kraken:taxid|64677	16550	0.00	0.05	0.22
kraken:taxid|647257	114660	0.23	6.35	1.05
kraken:taxid|64802	16805	0.00	0.04	0.18
kraken:taxid|64811	16832	0.00	0.08	0.18
kraken:taxid|648475	16078	0.01	0.13	0.17
kraken:taxid|648858	256912	0.01	0.72	0.03
kraken:taxid|64939	328819	0.00	0.06	0.04
kraken:taxid|649408	34177	0.03	0.94	0.12
kraken:taxid|649615	14742	8.07	140.26	1.93
kraken:taxid|650642	16180	0.01	0.14	0.23
kraken:taxid|651863	15900	0.05	1.27	0.16
kraken:taxid|651990	18644	0.03	0.75	0.33
kraken:taxid|652054	16222	0.33	7.60	0.19
kraken:taxid|652834	76874	0.09	2.11	1.26
kraken:taxid|652862	15588	0.01	0.17	0.17
kraken:taxid|653684	16055	0.00	0.09	0.19
kraken:taxid|654496	50672	0.00	0.04	0.17
kraken:taxid|65466	15954	0.14	2.84	0.54
kraken:taxid|655981	32181	0.04	0.96	0.61
kraken:taxid|65642	14769	0.05	0.81	0.35
kraken:taxid|656916	29145	0.09	0.90	2.67
kraken:taxid|656917	29265	0.21	2.39	4.50
kraken:taxid|65693	15660	0.00	0.04	0.19
kraken:taxid|657295	13610	0.12	1.42	0.74
kraken:taxid|657341	106727	0.00	0.15	0.11
kraken:taxid|6577	32115	0.05	1.54	0.26
kraken:taxid|657994	15361	0.01	0.24	0.21
kraken:taxid|658196	59633	0.00	0.05	0.05
kraken:taxid|658384	15277	0.00	0.08	0.17
kraken:taxid|660624	508930	0.00	0.09	0.08
kraken:taxid|66096	594121	0.00	0.07	0.05
kraken:taxid|6610	16163	0.02	0.39	0.27
kraken:taxid|661032	16684	0.01	0.13	0.20
kraken:taxid|661037	16689	0.01	0.18	0.37
kraken:taxid|661040	16689	0.00	0.04	0.20
kraken:taxid|661044	16683	0.02	0.36	0.20
kraken:taxid|661577	191042	0.06	2.06	0.42
kraken:taxid|66435	16384	0.01	0.13	0.19
kraken:taxid|664711	16252	0.00	0.04	0.16
kraken:taxid|665079	128852	0.88	29.39	0.80
kraken:taxid|665142	16771	0.02	0.56	0.18
kraken:taxid|66527	42217	0.00	0.03	0.07
kraken:taxid|66621	37778	1.33	22.45	1.75
kraken:taxid|66646	637925	0.00	0.12	0.14
kraken:taxid|666515	16238	0.00	0.04	0.17
kraken:taxid|66718	17033	0.00	0.04	0.17
kraken:taxid|667180	16913	0.04	0.46	0.86
kraken:taxid|66750	15666	0.57	11.90	0.43
kraken:taxid|66912	16513	0.00	0.04	0.18
kraken:taxid|67002	104671	0.00	0.11	0.07
kraken:taxid|670095	30995	0.04	0.38	1.34
kraken:taxid|670341	16765	0.00	0.06	0.32
kraken:taxid|670346	19509	0.00	0.04	0.18
kraken:taxid|670347	17358	0.28	5.50	0.40
kraken:taxid|670348	16595	0.01	0.14	0.20
kraken:taxid|670349	18026	0.03	0.55	0.32
kraken:taxid|670350	17897	0.00	0.04	0.17
kraken:taxid|670355	16837	0.01	0.11	0.33
kraken:taxid|671079	17369	0.05	0.40	2.03
kraken:taxid|671091	36071	0.03	0.72	0.25
kraken:taxid|672196	454458	0.27	32.10	0.07
kraken:taxid|67235	100342	0.71	17.84	0.63
kraken:taxid|672774	16701	0.01	0.16	0.16
kraken:taxid|67537	16592	0.00	0.04	0.16
kraken:taxid|67556	16651	0.00	0.04	0.19
kraken:taxid|67593	42977	0.00	0.03	0.07
kraken:taxid|6761	15775	0.00	0.12	0.16
kraken:taxid|676960	18549	0.01	0.16	0.16
kraken:taxid|67723	101106	0.02	0.50	0.46
kraken:taxid|67725	52733	0.01	0.31	0.19
kraken:taxid|67728	69078	0.00	0.04	0.08
kraken:taxid|67765	18951	0.00	0.08	0.16
kraken:taxid|67766	16687	0.01	0.20	0.16
kraken:taxid|678581	18043	0.00	0.05	0.22
kraken:taxid|679090	15142	0.04	0.72	0.34
kraken:taxid|67918	683000	0.01	1.21	0.02
kraken:taxid|681720	24850	0.01	0.15	0.80
kraken:taxid|681779	15239	0.00	0.05	0.24
kraken:taxid|68299	219198	0.00	0.01	0.01
kraken:taxid|684658	20134	0.00	0.11	0.13
kraken:taxid|68483	17960	0.00	0.04	0.17
kraken:taxid|6852	14956	0.01	0.14	0.22
kraken:taxid|685502	44873	0.03	0.26	1.71
kraken:taxid|685768	16969	0.00	0.04	0.18
kraken:taxid|6868	15060	0.00	0.09	0.19
kraken:taxid|687015	16044	0.00	0.09	0.21
kraken:taxid|68732	16683	0.04	0.42	0.73
kraken:taxid|68777	127920	0.00	0.09	0.16
kraken:taxid|688415	15334	0.41	9.24	0.24
kraken:taxid|6887	14460	0.00	0.04	0.18
kraken:taxid|68878	15287	0.00	0.05	0.21
kraken:taxid|68888	14436	0.01	0.20	0.28
kraken:taxid|689204	16871	0.01	0.14	0.21
kraken:taxid|689215	16810	0.01	0.14	0.23
kraken:taxid|689266	16859	0.00	0.05	0.21
kraken:taxid|689647	16639	0.00	0.04	0.19
kraken:taxid|690276	15922	0.00	0.04	0.18
kraken:taxid|691651	15338	0.00	0.08	0.18
kraken:taxid|691797	16554	0.01	0.13	0.18
kraken:taxid|691888	16238	0.07	1.41	0.58
kraken:taxid|692082	15098	0.00	0.04	0.18
kraken:taxid|69298	16408	0.01	0.08	0.58
kraken:taxid|69299	16429	0.00	0.12	0.16
kraken:taxid|69304	16418	0.01	0.20	0.16
kraken:taxid|6932	14459	0.04	0.30	2.77
kraken:taxid|69389	605605	0.00	0.11	0.13
kraken:taxid|6954	14266	0.12	0.64	5.44
kraken:taxid|69564	16243	0.02	0.36	0.20
kraken:taxid|69618	15898	0.01	0.17	0.51
kraken:taxid|696364	60062	0.00	0.07	0.09
kraken:taxid|69721	675575	0.01	1.53	0.11
kraken:taxid|69820	15388	0.04	0.83	0.35
kraken:taxid|698441	70379	0.05	1.22	0.73
kraken:taxid|698779	15208	0.00	0.04	0.19
kraken:taxid|69891	26991	0.02	0.17	1.06
kraken:taxid|70003	363297	0.00	0.10	0.18
kraken:taxid|700816	15173	0.00	0.08	0.17
kraken:taxid|70086	16497	0.00	0.04	0.20
kraken:taxid|7011	15610	0.00	0.12	0.17
kraken:taxid|70128	100725	0.01	0.24	0.21
kraken:taxid|70136	104747	0.00	0.15	0.07
kraken:taxid|70143	163057	0.00	0.02	0.06
kraken:taxid|70144	158691	0.00	0.07	0.06
kraken:taxid|701737	16926	0.01	0.28	0.16
kraken:taxid|70186	37699	0.00	0.08	0.07
kraken:taxid|702324	36676	0.04	1.25	0.10
kraken:taxid|7024	16537	0.00	0.12	0.16
kraken:taxid|703254	17092	0.00	0.06	0.31
kraken:taxid|703462	16310	0.01	0.16	0.17
kraken:taxid|7038	15322	0.01	0.12	0.22
kraken:taxid|704158	15498	0.00	0.08	0.18
kraken:taxid|70436	17874	0.05	0.47	1.43
kraken:taxid|70438	17408	0.01	0.20	0.46
kraken:taxid|70448	44237	0.20	5.53	0.81
kraken:taxid|70546	16629	0.00	0.09	0.22
kraken:taxid|70548	16623	0.16	2.72	0.34
kraken:taxid|706196	71124	0.17	7.41	0.90
kraken:taxid|706586	14371	0.01	0.21	0.22
kraken:taxid|706660	15878	0.01	0.20	0.31
kraken:taxid|707283	15573	0.01	0.13	0.19
kraken:taxid|707711	15872	0.00	0.04	0.17
kraken:taxid|710243	30020	0.00	0.04	0.13
kraken:taxid|7107	15365	0.01	0.23	0.57
kraken:taxid|71139	478813	0.00	0.36	0.06
kraken:taxid|71150	39109	0.01	0.21	0.34
kraken:taxid|71168	17080	0.00	0.04	0.18
kraken:taxid|7120	15346	0.03	0.73	0.17
kraken:taxid|71223	17739	0.00	0.08	0.15
kraken:taxid|71225	15704	0.00	0.04	0.18
kraken:taxid|7137	15320	0.03	0.66	0.35
kraken:taxid|71396	106746	0.00	0.09	0.13
kraken:taxid|71401	179864	0.01	0.30	0.09
kraken:taxid|714493	878988	0.00	0.01	0.01
kraken:taxid|714495	472138	0.01	0.25	0.57
kraken:taxid|7159	16790	0.00	0.04	0.18
kraken:taxid|71617	35159	0.07	0.79	1.79
kraken:taxid|7163	15857	0.02	0.56	0.18
kraken:taxid|716600	15922	0.08	1.87	0.46
kraken:taxid|7168	15406	0.00	0.04	0.18
kraken:taxid|71717	65450	0.00	0.23	0.05
kraken:taxid|71966	60843	0.01	0.16	0.25
kraken:taxid|71967	38445	0.01	0.23	0.34
kraken:taxid|72088	17620	0.00	0.04	0.14
kraken:taxid|72119	157545	0.49	25.77	0.49
kraken:taxid|7213	15980	0.04	0.58	0.41
kraken:taxid|72228	157539	0.06	1.97	0.32
kraken:taxid|7224	15895	0.01	0.19	0.18
kraken:taxid|722663	15250	0.01	0.13	0.52
kraken:taxid|7227	19524	0.03	0.37	0.76
kraken:taxid|722774	15412	0.01	0.17	0.18
kraken:taxid|72366	15220	0.01	0.24	0.39
kraken:taxid|7241	15878	0.06	1.58	0.17
kraken:taxid|72433	840789	0.01	0.59	0.12
kraken:taxid|72523	16320	0.01	0.24	0.16
kraken:taxid|7253	16024	2.42	3.12	61.13
kraken:taxid|72658	271601	0.00	0.02	0.04
kraken:taxid|7271	15961	0.00	0.04	0.16
kraken:taxid|72779	16673	0.03	0.78	0.23
kraken:taxid|73107	16849	0.01	0.23	0.21
kraken:taxid|73230	31579	0.06	1.13	1.12
kraken:taxid|73275	300843	0.07	5.16	0.03
kraken:taxid|73291	273543	0.17	14.96	0.05
kraken:taxid|73300	300933	0.02	1.37	0.04
kraken:taxid|73303	281175	0.00	0.28	0.04
kraken:taxid|73324	17971	0.00	0.08	0.15
kraken:taxid|73330	16920	0.01	0.19	0.22
kraken:taxid|73431	16005	0.02	0.60	0.16
kraken:taxid|73501	33277	0.02	0.24	0.60
kraken:taxid|73520	67292	0.01	0.27	0.22
kraken:taxid|73615	413530	0.30	34.51	0.06
kraken:taxid|7373	16112	0.02	0.48	0.20
kraken:taxid|7375	15941	0.00	0.04	0.17
kraken:taxid|7376	15954	0.61	14.34	0.18
kraken:taxid|73917	16019	0.01	0.12	0.19
kraken:taxid|74035	28530	0.07	0.60	2.26
kraken:taxid|74099	35660	0.00	0.09	0.08
kraken:taxid|74101	34845	0.00	0.03	0.07
