rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
VYXB01015304.1	1	290	2	102	35.1724	0.351724	39.5	0
VYXB01015305.1	1	290	1	41	14.1379	0.141379	39.2	11
VYXB01015309.1	1	290	1	55	18.9655	0.189655	38.3	0
VYXB01015310.1	1	290	5	79	27.2414	1.25172	39.7	7.2
VYXB01015311.1	1	290	1	78	26.8966	0.268966	39	0
VYXB01015312.1	1	290	2	50	17.2414	0.344828	40	0
VYXB01015313.1	1	290	31	263	90.6897	6.32759	39.6	20.5
VYXB01015314.1	1	290	2	58	20	0.4	40	0
VYXB01015315.1	1	290	4	87	30	1.2	39.5	60
VYXB01015316.1	1	290	1	57	19.6552	0.196552	40	12
VYXB01015318.1	1	290	6	184	63.4483	2.68276	39.8	45.2
VYXB01015319.1	1	290	1	70	24.1379	0.241379	40	2
VYXB01015321.1	1	290	3	107	36.8966	0.52069	39.2	7
VYXB01015322.1	1	291	2	104	35.7388	0.357388	40	0
VYXB01015325.1	1	291	1	115	39.5189	0.395189	40	0
VYXB01015326.1	1	291	2	37	12.7148	0.254296	39.8	4
VYXB01015333.1	1	291	1	47	16.1512	0.161512	40	0
VYXB01015334.1	1	291	6	149	51.2027	1.8488	39.9	0
VYXB01015336.1	1	291	1	58	19.9313	0.199313	40	0
VYXB01015339.1	1	291	9	108	37.1134	1.24742	39.5	6.56
VYXB01015340.1	1	291	1	60	20.6186	0.206186	40	12
VYXB01015341.1	1	291	1	55	18.9003	0.189003	40	6
VYXB01015343.1	1	291	100	289	99.3127	20.9381	39.3	13.2
VYXB01015344.1	1	291	3	58	19.9313	0.597938	39.9	16
VYXB01015345.1	1	291	2	125	42.9553	0.429553	40	30
VYXB01015348.1	1	291	2	50	17.1821	0.343643	39.7	0
VYXB01015351.1	1	291	8	186	63.9175	1.39519	39.9	0.625
VYXB01015352.1	1	292	1	74	25.3425	0.253425	40	21
VYXB01015354.1	1	291	1	52	17.8694	0.178694	40	3
VYXB01015355.1	1	292	1	77	26.3699	0.263699	40	12
VYXB01015356.1	1	292	1	54	18.4932	0.184932	39.7	2
VYXB01015359.1	1	292	7	214	73.2877	1.45205	39.6	17.6
VYXB01015362.1	1	292	2	114	39.0411	0.390411	39.9	1
VYXB01015363.1	1	292	4	183	62.6712	1.35616	39.5	48
VYXB01015365.1	1	292	7	161	55.137	1.40753	39.2	4
VYXB01015366.1	1	292	1	53	18.1507	0.181507	32.9	11
VYXB01015369.1	1	292	5	113	38.6986	1.03425	39.4	34
VYXB01015373.1	1	292	1	59	20.2055	0.202055	40	53
VYXB01015374.1	1	292	2	32	10.9589	0.219178	40	3
VYXB01015376.1	1	292	91	292	100	19.6781	38.9	25.7
VYXB01015377.1	1	293	2	111	37.884	0.37884	40	29
VYXB01015379.1	1	293	2	51	17.4061	0.348123	40	0
VYXB01015381.1	1	293	1	40	13.6519	0.136519	40	4
VYXB01015385.1	1	293	1	52	17.7474	0.177474	40	0
VYXB01015388.1	1	293	3	83	28.3276	0.467577	39.9	5.33
VYXB01015389.1	1	293	16	202	68.942	2.90444	38.8	0
VYXB01015390.1	1	293	2	106	36.1775	0.549488	39.9	0
VYXB01015391.1	1	293	1	84	28.6689	0.286689	40	60
VYXB01015393.1	1	293	2	90	30.7167	0.614334	40	16
VYXB01015394.1	1	293	4	159	54.2662	0.866894	38.8	3
VYXB01015395.1	1	293	2	78	26.6212	0.532423	39.8	60
VYXB01015396.1	1	294	1	45	15.3061	0.153061	38.6	0
VYXB01015400.1	1	294	1	50	17.0068	0.170068	40	0
VYXB01015401.1	1	293	2	76	25.9386	0.518771	36.2	12
VYXB01015402.1	1	294	11	206	70.068	4.37075	38.9	0
VYXB01015403.1	1	294	2	64	21.7687	0.435374	40	0
VYXB01015406.1	1	294	3	62	21.0884	0.510204	39.9	16
VYXB01015409.1	1	294	3	115	39.1156	1.17347	39.8	30
VYXB01015410.1	1	294	3	100	34.0136	1.02041	39.9	24.7
VYXB01015411.1	1	294	1	36	12.2449	0.122449	39.6	0
VYXB01015412.1	1	294	2	41	13.9456	0.278912	40	4
VYXB01015413.1	1	294	113	287	97.619	26.2245	39.5	15.9
VYXB01015415.1	1	294	3	78	26.5306	0.795918	39.9	20
VYXB01015416.1	1	294	2	41	13.9456	0.278912	40	5
VYXB01015417.1	1	294	1	58	19.7279	0.197279	40	0
VYXB01015419.1	1	294	1	89	30.2721	0.302721	28.1	13
VYXB01015420.1	1	294	4	95	32.3129	0.884354	39.8	0
VYXB01015421.1	1	294	1	76	25.8503	0.258503	39.4	0
VYXB01015424.1	1	294	2	80	27.2109	0.544218	39.5	0
VYXB01015428.1	1	295	2	83	28.1356	0.562712	39.8	4
VYXB01015432.1	1	295	1	65	22.0339	0.220339	38.5	4
VYXB01015434.1	1	295	2	83	28.1356	0.281356	40	1.5
VYXB01015437.1	1	295	4	159	53.8983	0.979661	39.3	42.2
VYXB01015439.1	1	295	1	47	15.9322	0.159322	40	2
VYXB01015440.1	1	295	3	47	15.9322	0.477966	39.9	1
VYXB01015441.1	1	295	1	52	17.6271	0.176271	32.7	0
VYXB01015442.1	1	295	1	52	17.6271	0.176271	39.7	0
VYXB01015443.1	1	295	1	56	18.9831	0.189831	38.6	0
VYXB01015444.1	1	295	6	148	50.1695	1.63051	39.2	27.2
VYXB01015445.1	1	295	2	48	16.2712	0.325424	39.7	15
VYXB01015446.1	1	295	3	189	64.0678	1.07119	39.7	48
VYXB01015447.1	1	295	1	72	24.4068	0.244068	40	0
VYXB01015452.1	1	296	2	120	40.5405	0.543919	39.9	0
VYXB01015453.1	1	296	2	55	18.5811	0.337838	39.4	1
VYXB01015454.1	1	296	1	64	21.6216	0.216216	39.8	1
VYXB01015456.1	1	296	12	177	59.7973	3.00676	39.7	14.8
VYXB01015458.1	1	295	15	232	78.6441	3.44746	39.1	12.1
VYXB01015459.1	1	296	6	110	37.1622	1.05743	39.7	21.8
VYXB01015460.1	1	296	5	115	38.8514	0.847973	39.7	9.8
VYXB01015462.1	1	296	1	72	24.3243	0.243243	40	3
VYXB01015463.1	1	296	3	128	43.2432	0.64527	40	0.667
VYXB01015465.1	1	296	13	119	40.2027	2.58784	39.6	27.7
VYXB01015467.1	1	296	1	53	17.9054	0.179054	40	1
VYXB01015468.1	1	296	1	39	13.1757	0.131757	40	1
VYXB01015469.1	1	296	2	141	47.6351	0.476351	40	26
VYXB01015471.1	1	296	13	195	65.8784	2.70946	39.3	13.2
VYXB01015472.1	1	296	2	92	31.0811	0.422297	38.3	15.5
VYXB01015474.1	1	296	1	55	18.5811	0.185811	40	13
VYXB01015475.1	1	296	2	56	18.9189	0.378378	35.5	11
VYXB01015476.1	1	297	4	48	16.1616	0.646465	39.3	1
VYXB01015479.1	1	297	1	44	14.8148	0.148148	40	6
VYXB01015482.1	1	297	2	59	19.8653	0.343434	40	0
VYXB01015483.1	1	297	7	198	66.6667	1.633	39.9	0.571
VYXB01015486.1	1	297	2	66	22.2222	0.313131	40	6
VYXB01015487.1	1	297	1	46	15.4882	0.154882	40	15
VYXB01015491.1	1	297	13	211	71.0438	2.75084	39.7	25.4
VYXB01015492.1	1	297	3	35	11.7845	0.353535	39.7	0
VYXB01015496.1	1	297	3	54	18.1818	0.545455	39.8	39
VYXB01015497.1	1	297	6	104	35.0168	1.91246	39.7	0
VYXB01015499.1	1	297	1	95	31.9865	0.319865	40	23
VYXB01015500.1	1	298	10	211	70.8054	2.7047	39.8	29.8
VYXB01015502.1	1	298	3	74	24.8322	0.654362	39.3	48.3
VYXB01015504.1	1	298	4	163	54.698	0.66443	39.9	2.25
VYXB01015505.1	1	298	1	69	23.1544	0.231544	40	0
VYXB01015507.1	1	297	5	173	58.2492	1.11448	39.8	20.8
VYXB01015515.1	1	298	4	127	42.6174	0.761745	40	6.75
VYXB01015517.1	1	298	4	113	37.9195	0.95302	40	20
VYXB01015520.1	1	298	1	55	18.4564	0.184564	39.4	0
VYXB01015521.1	1	299	1	81	27.0903	0.270903	33.7	1
VYXB01015522.1	1	298	7	90	30.2013	1.43624	36.6	27.4
VYXB01015527.1	1	299	4	115	38.4615	0.909699	39	23.2
VYXB01015528.1	1	299	1	54	18.0602	0.180602	39.7	0
VYXB01015529.1	1	298	19	161	54.0268	3.69799	39.5	14.9
VYXB01015531.1	1	299	14	239	79.9331	2.81271	39.5	8.21
VYXB01015534.1	1	298	12	214	71.8121	2.60738	39.7	27.9
VYXB01015536.1	1	299	3	53	17.7258	0.531773	40	0
VYXB01015537.1	1	299	3	106	35.4515	0.551839	39.6	0
VYXB01015538.1	1	299	3	111	37.1237	0.789298	39.7	1
VYXB01015540.1	1	299	4	134	44.8161	0.742475	39.9	0
VYXB01015541.1	1	299	2	45	15.0502	0.301003	40	13
VYXB01015542.1	1	299	2	43	14.3813	0.287625	40	0
VYXB01015543.1	1	299	3	162	54.1806	0.658863	39.8	6.67
VYXB01015544.1	1	299	3	168	56.1873	0.561873	39.7	0
VYXB01015547.1	1	300	6	218	72.6667	1.38	39.7	18
VYXB01015549.1	1	299	149	232	77.592	33.8863	39.2	21.3
VYXB01015554.1	1	299	12	146	48.8294	1.71237	39.6	4.42
VYXB01015559.1	1	300	4	101	33.6667	0.79	39	0
VYXB01015560.1	1	300	1	78	26	0.26	38.8	11
VYXB01015561.1	1	300	11	93	31	2.62333	39.9	19.2
VYXB01015563.1	1	300	1	82	27.3333	0.273333	40	0
VYXB01015564.1	1	300	9	110	36.6667	1.79333	39.7	10.4
VYXB01015565.1	1	300	9	210	70	1.67667	39.7	13.7
VYXB01015567.1	1	301	12	204	67.7741	2.45515	39.1	27.9
VYXB01015570.1	1	301	9	131	43.5216	1.84385	39.8	17.2
VYXB01015571.1	1	301	2	120	39.8671	0.398671	37	0.5
VYXB01015574.1	1	301	1	63	20.9302	0.209302	40	0
VYXB01015575.1	1	301	2	77	25.5814	0.511628	39.8	0
VYXB01015580.1	1	301	2	109	36.2126	0.724252	39.4	0
VYXB01015582.1	1	301	118	288	95.6811	21.4219	39.6	11.3
VYXB01015584.1	1	301	2	83	27.5748	0.425249	39.4	29.5
VYXB01015585.1	1	301	8	131	43.5216	1.90698	39.4	0
VYXB01015587.1	1	301	5	107	35.5482	1.30233	39.8	36.4
VYXB01015589.1	1	301	5	103	34.2193	1.30897	39.7	0
VYXB01015590.1	1	301	3	69	22.9236	0.564784	39.8	24.7
VYXB01015593.1	1	301	1	48	15.9468	0.159468	40	32
VYXB01015595.1	1	301	2	67	22.2591	0.445183	39.8	1
VYXB01015596.1	1	301	13	130	43.1894	2.69103	39.7	7.46
VYXB01015602.1	1	301	2	82	27.2425	0.435216	40	13
VYXB01015607.1	1	302	5	60	19.8675	0.993377	40	12
VYXB01015609.1	1	302	2	107	35.4305	0.556291	40	2
VYXB01015611.1	1	302	4	182	60.2649	0.824503	40	0
VYXB01015612.1	1	301	14	219	72.7575	3.19934	38.8	34
VYXB01015613.1	1	302	9	169	55.9603	1.4106	39.7	16.4
VYXB01015615.1	1	302	2	151	50	0.5	39.7	36
VYXB01015618.1	1	302	2	72	23.8411	0.476821	40	25
VYXB01015619.1	1	302	2	47	15.5629	0.304636	40	19.5
VYXB01015621.1	1	302	1	40	13.245	0.13245	39.6	15
VYXB01015623.1	1	302	2	80	26.4901	0.417219	39.7	3.5
VYXB01015624.1	1	302	2	75	24.8344	0.430464	39.8	0
VYXB01015625.1	1	302	1	54	17.8808	0.178808	39.4	4
VYXB01015626.1	1	303	6	87	28.7129	1.72277	39.4	9
VYXB01015627.1	1	303	2	103	33.9934	0.679868	39.9	60
VYXB01015628.1	1	302	4	89	29.4702	0.86755	39.9	43
VYXB01015629.1	1	302	5	172	56.9536	0.976821	39.8	25.6
VYXB01015632.1	1	303	5	177	58.4158	0.963696	39.5	8.6
VYXB01015634.1	1	303	5	119	39.2739	1.27723	39.9	28
VYXB01015638.1	1	303	3	79	26.0726	0.782178	39.9	6
VYXB01015639.1	1	303	5	100	33.0033	1.05281	39.9	26.8
VYXB01015642.1	1	303	1	102	33.6634	0.336634	40	0
VYXB01015645.1	1	303	1	75	24.7525	0.247525	40	0
VYXB01015646.1	1	303	1	62	20.462	0.20462	40	0
VYXB01015648.1	1	303	2	117	38.6139	0.386139	39.9	15.5
VYXB01015652.1	1	303	3	122	40.264	0.557756	39.4	0
VYXB01015654.1	1	303	2	46	15.1815	0.30363	39.3	0
VYXB01015657.1	1	303	3	64	21.1221	0.455446	36.5	9.67
VYXB01015660.1	1	304	2	67	22.0395	0.440789	39.9	0
VYXB01015662.1	1	303	4	142	46.8647	0.768977	39.4	7
VYXB01015663.1	1	304	1	46	15.1316	0.151316	40	0
VYXB01015664.1	1	304	3	135	44.4079	0.651316	39.2	0
VYXB01015666.1	1	304	2	76	25	0.365132	36.9	0
VYXB01015667.1	1	304	2	145	47.6974	0.476974	40	38.5
VYXB01015668.1	1	304	4	111	36.5132	1.06579	40	42
VYXB01015671.1	1	304	2	77	25.3289	0.506579	39	0
VYXB01015673.1	1	304	2	77	25.3289	0.506579	39.9	0
VYXB01015674.1	1	304	7	131	43.0921	1.31908	37.1	5
VYXB01015675.1	1	304	3	92	30.2632	0.907895	39.9	3
VYXB01015677.1	1	304	2	65	21.3816	0.427632	39	0
VYXB01015678.1	1	304	8	232	76.3158	1.78618	39	28.8
VYXB01015679.1	1	304	3	94	30.9211	0.559211	39.7	30.7
VYXB01015680.1	1	304	4	114	37.5	0.75	39.9	19
VYXB01015682.1	1	304	1	49	16.1184	0.161184	39.7	3
VYXB01015683.1	1	304	2	49	16.1184	0.322368	39.3	0
VYXB01015684.1	1	304	4	133	43.75	0.776316	39.8	0
VYXB01015686.1	1	304	2	61	20.0658	0.401316	38.6	0
VYXB01015688.1	1	304	4	69	22.6974	0.753289	40	34.2
VYXB01015689.1	1	304	4	164	53.9474	1.76316	38.9	48
VYXB01015690.1	1	304	3	50	16.4474	0.493421	39.4	0
VYXB01015692.1	1	304	4	63	20.7237	0.661184	39.8	15.8
VYXB01015701.1	1	305	1	52	17.0492	0.170492	40	0
VYXB01015707.1	1	305	5	134	43.9344	1.12787	40	28.8
VYXB01015709.1	1	305	1	62	20.3279	0.203279	40	0
VYXB01015710.1	1	305	2	94	30.8197	0.616393	40	0
VYXB01015712.1	1	305	1	83	27.2131	0.272131	39.6	2
VYXB01015713.1	1	305	7	82	26.8852	1.43607	39	26.1
VYXB01015714.1	1	305	3	112	36.7213	1.10164	40	0
VYXB01015715.1	1	305	2	57	18.6885	0.357377	40	15
VYXB01015717.1	1	305	1	46	15.082	0.15082	40	0
VYXB01015718.1	1	305	51	190	62.2951	10.4525	39.7	8.9
VYXB01015719.1	1	305	35	259	84.918	7.71475	39.7	0
VYXB01015720.1	1	305	4	125	40.9836	0.931148	39.2	0
VYXB01015725.1	1	306	3	61	19.9346	0.598039	39.3	6
VYXB01015728.1	1	305	5	203	66.5574	0.980328	39.1	9.2
VYXB01015729.1	1	306	1	42	13.7255	0.137255	40	9
VYXB01015730.1	1	306	3	161	52.6144	0.679739	39.8	0
VYXB01015731.1	1	306	2	72	23.5294	0.372549	39.9	0
VYXB01015732.1	1	306	9	225	73.5294	1.95098	39.7	20.6
VYXB01015733.1	1	306	1	81	26.4706	0.264706	39.8	0
VYXB01015735.1	1	306	3	70	22.8758	0.398693	39.1	0
VYXB01015736.1	1	306	4	109	35.6209	0.754902	39.9	0
VYXB01015737.1	1	306	2	60	19.6078	0.392157	39.9	1
VYXB01015738.1	1	306	1	43	14.0523	0.140523	40	1
VYXB01015739.1	1	306	3	106	34.6405	0.54902	38.9	4
VYXB01015740.1	1	306	2	51	16.6667	0.333333	38.1	1
VYXB01015741.1	1	306	3	80	26.1438	0.51634	39.9	24.3
VYXB01015742.1	1	306	4	87	28.4314	0.526144	39.9	3.5
VYXB01015744.1	1	306	6	79	25.817	1.14706	39.9	36.5
VYXB01015746.1	1	307	2	113	36.8078	0.736156	40	1
VYXB01015749.1	1	307	2	131	42.671	0.42671	39.4	12
VYXB01015756.1	1	307	2	88	28.6645	0.57329	39.7	6
VYXB01015760.1	1	307	1	74	24.1042	0.241042	40	37
VYXB01015761.1	1	307	23	164	53.4202	3.87948	39.7	9.83
VYXB01015763.1	1	307	3	43	14.0065	0.420195	39.5	0
VYXB01015764.1	1	307	1	51	16.6124	0.166124	39.7	23
VYXB01015767.1	1	307	1	88	28.6645	0.286645	39.6	0
VYXB01015769.1	1	307	5	222	72.3127	1.3355	39.6	0.2
VYXB01015770.1	1	307	6	145	47.2313	1.69381	39.8	40.7
VYXB01015771.1	1	307	2	59	19.2182	0.335505	40	0
VYXB01015772.1	1	307	1	100	32.5733	0.325733	39.5	0
VYXB01015773.1	1	307	2	83	27.0358	0.540717	39.9	1
VYXB01015774.1	1	307	14	255	83.0619	3.01629	39.6	41.9
VYXB01015775.1	1	308	1	52	16.8831	0.168831	31.8	33
VYXB01015776.1	1	308	1	74	24.026	0.24026	39.8	10
VYXB01015782.1	1	308	1	46	14.9351	0.149351	40	0
VYXB01015783.1	1	308	1	81	26.2987	0.262987	40	16
VYXB01015784.1	1	308	3	122	39.6104	0.607143	40	12
VYXB01015785.1	1	308	1	56	18.1818	0.181818	40	1
VYXB01015788.1	1	308	1	50	16.2338	0.162338	38.4	1
VYXB01015790.1	1	308	4	94	30.5195	0.840909	40	38
VYXB01015792.1	1	309	4	83	26.8608	1	39.8	7
VYXB01015793.1	1	309	2	87	28.1553	0.281553	40	0
VYXB01015795.1	1	308	10	86	27.9221	2.0974	39	5
VYXB01015797.1	1	309	2	57	18.4466	0.368932	40	34
VYXB01015799.1	1	309	1	83	26.8608	0.268608	40	0
VYXB01015800.1	1	308	8	141	45.7792	1.55195	38.5	10.5
VYXB01015801.1	1	309	2	161	52.1036	0.521036	39.2	36
VYXB01015804.1	1	309	4	140	45.3074	0.893204	39.8	31.8
VYXB01015807.1	1	309	4	125	40.4531	0.686084	39.7	0
VYXB01015808.1	1	309	4	77	24.9191	0.705502	39.9	30.5
VYXB01015809.1	1	309	19	264	85.4369	4.09385	39.7	31.2
VYXB01015811.1	1	309	2	76	24.5955	0.375405	39.2	31
VYXB01015812.1	1	309	2	64	20.712	0.414239	39.6	0
VYXB01015815.1	1	309	2	75	24.2718	0.368932	40	4
VYXB01015817.1	1	309	1	42	13.5922	0.135922	40	0
VYXB01015818.1	1	309	2	104	33.657	0.36246	39.4	3
VYXB01015819.1	1	309	3	126	40.7767	0.550162	39.5	22.7
VYXB01015820.1	1	309	1	43	13.9159	0.139159	39.6	2
VYXB01015821.1	1	310	4	146	47.0968	0.732258	38.5	15.2
VYXB01015822.1	1	310	2	82	26.4516	0.387097	38.3	27
VYXB01015828.1	1	310	1	81	26.129	0.26129	39.6	5
VYXB01015830.1	1	310	1	85	27.4194	0.274194	40	0
VYXB01015831.1	1	310	7	97	31.2903	1.02258	39	0
VYXB01015832.1	1	310	5	138	44.5161	0.822581	39.7	13
VYXB01015834.1	1	310	7	87	28.0645	1.70323	39.2	32.4
VYXB01015836.1	1	310	4	147	47.4194	1.01613	35.6	0
VYXB01015838.1	1	310	1	70	22.5806	0.225806	40	0
VYXB01015839.1	1	310	2	65	20.9677	0.419355	39.6	0
VYXB01015841.1	1	310	2	145	46.7742	0.467742	40	0
VYXB01015844.1	1	310	6	114	36.7742	0.93871	39.9	11.7
VYXB01015845.1	1	310	2	50	16.129	0.322581	40	1
VYXB01015847.1	1	310	5	141	45.4839	1.24839	39.1	0.8
VYXB01015849.1	1	311	1	72	23.1511	0.231511	39.8	1
VYXB01015851.1	1	310	3	139	44.8387	0.648387	39.8	6.33
VYXB01015852.1	1	311	9	193	62.0579	1.99357	39.9	43.2
VYXB01015853.1	1	311	6	165	53.0547	1.51447	39.9	0
VYXB01015855.1	1	311	1	66	21.2219	0.212219	40	58
VYXB01015856.1	1	311	1	73	23.4727	0.234727	39.6	1
VYXB01015858.1	1	311	6	198	63.6656	1.22186	39.7	18.2
VYXB01015860.1	1	311	6	157	50.4823	1.24116	39.3	36
VYXB01015862.1	1	311	2	51	16.3987	0.327974	39.8	0
VYXB01015863.1	1	311	4	120	38.5852	0.59164	39.7	0
VYXB01015864.1	1	311	2	47	15.1125	0.302251	39.7	5
VYXB01015865.1	1	311	4	56	18.0064	0.720257	39.5	4
VYXB01015866.1	1	311	2	76	24.4373	0.334405	40	13
VYXB01015871.1	1	312	1	69	22.1154	0.221154	40	0
VYXB01015872.1	1	312	1	73	23.3974	0.233974	40	5
VYXB01015876.1	1	312	1	70	22.4359	0.224359	39.5	38
VYXB01015877.1	1	312	2	92	29.4872	0.589744	40	0
VYXB01015879.1	1	312	3	55	17.6282	0.528846	40	1
VYXB01015880.1	1	311	52	141	45.3376	11.7846	39.6	5.35
VYXB01015882.1	1	312	1	64	20.5128	0.205128	40	1
VYXB01015883.1	1	312	4	145	46.4744	0.990385	39.6	28
VYXB01015885.1	1	312	1	63	20.1923	0.201923	40	35
VYXB01015886.1	1	312	2	78	25	0.25	39.6	11.5
VYXB01015888.1	1	312	1	65	20.8333	0.208333	39.8	10
VYXB01015889.1	1	312	5	103	33.0128	0.900641	40	0
VYXB01015892.1	1	312	5	172	55.1282	1.09615	39.9	0
VYXB01015893.1	1	313	1	56	17.8914	0.178914	40	0
VYXB01015895.1	1	312	3	122	39.1026	0.621795	39.3	8.33
VYXB01015896.1	1	312	4	69	22.1154	0.884615	40	50
VYXB01015897.1	1	313	4	103	32.9073	1.00319	39.8	33.5
VYXB01015899.1	1	313	1	74	23.6422	0.236422	39.6	22
VYXB01015901.1	1	313	2	97	30.9904	0.348243	39.4	1
VYXB01015902.1	1	313	2	49	15.655	0.313099	39.5	0
VYXB01015903.1	1	313	3	153	48.8818	0.555911	39.5	17.3
VYXB01015904.1	1	313	4	90	28.754	0.929712	39.9	7.25
VYXB01015905.1	1	313	8	155	49.5208	1.71565	39.7	0
VYXB01015906.1	1	313	1	50	15.9744	0.159744	40	0
VYXB01015911.1	1	313	3	146	46.6454	0.750799	39.9	28.3
VYXB01015913.1	1	313	8	149	47.6038	1.80192	39.9	18.8
VYXB01015914.1	1	313	4	93	29.7125	0.753994	40	13.5
VYXB01015915.1	1	313	1	91	29.0735	0.290735	39.8	0
VYXB01015916.1	1	313	1	50	15.9744	0.159744	40	0
VYXB01015920.1	1	313	1	89	28.4345	0.284345	40	36
VYXB01015923.1	1	313	2	99	31.6294	0.485623	39.9	0
VYXB01015926.1	1	314	10	252	80.2548	2.49363	39.3	19.1
VYXB01015928.1	1	314	4	148	47.1338	0.761146	39.6	0
VYXB01015929.1	1	314	1	76	24.2038	0.242038	40	25
VYXB01015930.1	1	314	2	77	24.5223	0.490446	39.9	0
VYXB01015934.1	1	314	1	64	20.3822	0.203822	39.8	0
VYXB01015936.1	1	314	3	135	42.9936	0.627389	39.9	2
VYXB01015937.1	1	314	3	77	24.5223	0.684713	39.8	16.3
VYXB01015938.1	1	314	1	83	26.4331	0.264331	40	50
VYXB01015943.1	1	314	1	62	19.7452	0.197452	39.7	0
VYXB01015945.1	1	314	267	291	92.6752	60.551	39.6	18.6
VYXB01015947.1	1	315	2	159	50.4762	0.571429	39.7	0
VYXB01015950.1	1	315	1	51	16.1905	0.161905	39.7	0
VYXB01015953.1	1	315	4	161	51.1111	0.726984	39.7	7.5
VYXB01015957.1	1	315	2	64	20.3175	0.406349	39.1	0
VYXB01015961.1	1	315	14	193	61.2698	3.00317	39.4	13.4
VYXB01015964.1	1	315	1	34	10.7937	0.107937	39.1	4
VYXB01015965.1	1	315	1	36	11.4286	0.114286	40	2
VYXB01015966.1	1	315	3	151	47.9365	0.812698	39.9	40.7
VYXB01015970.1	1	315	5	147	46.6667	1.24127	39.8	18.4
VYXB01015973.1	1	315	4	97	30.7937	0.638095	37.6	16.8
VYXB01015974.1	1	315	2	60	19.0476	0.380952	39.9	18
VYXB01015979.1	1	316	1	40	12.6582	0.126582	40	0
VYXB01015980.1	1	316	3	126	39.8734	0.594937	40	0
VYXB01015982.1	1	316	2	76	24.0506	0.300633	39.2	0
VYXB01015986.1	1	316	1	61	19.3038	0.193038	40	0
VYXB01015987.1	1	316	3	66	20.8861	0.506329	39.1	8.67
VYXB01015988.1	1	315	17	201	63.8095	3.66667	39.8	27.2
VYXB01015989.1	1	316	1	115	36.3924	0.363924	39.9	0
VYXB01015991.1	1	316	4	149	47.1519	0.943038	39.9	0
VYXB01015993.1	1	316	2	82	25.9494	0.35443	39.9	17
VYXB01015994.1	1	316	1	69	21.8354	0.218354	40	0
VYXB01015995.1	1	316	1	66	20.8861	0.208861	40	50
VYXB01015996.1	1	316	2	55	17.4051	0.272152	40	8.5
VYXB01015999.1	1	316	2	170	53.7975	0.56962	39.6	2
VYXB01016000.1	1	316	4	182	57.5949	0.765823	39.9	39.2
VYXB01016002.1	1	316	3	136	43.038	0.518987	40	0
VYXB01016003.1	1	316	1	45	14.2405	0.142405	36.4	6
VYXB01016005.1	1	317	1	49	15.4574	0.154574	40	0
VYXB01016006.1	1	317	2	156	49.2114	0.492114	40	7.5
VYXB01016007.1	1	317	1	67	21.1356	0.211356	39.8	0
VYXB01016008.1	1	317	8	98	30.9148	2.47319	38.9	34.8
VYXB01016009.1	1	317	1	51	16.0883	0.160883	40	0
VYXB01016011.1	1	316	3	97	30.6962	0.724684	38.4	26.7
VYXB01016013.1	1	317	2	172	54.2587	1.08517	39.6	0
VYXB01016018.1	1	317	4	106	33.4385	1.0347	39.7	10
VYXB01016019.1	1	317	1	45	14.1956	0.141956	40	0
VYXB01016020.1	1	317	11	186	58.6751	2.347	39.7	21.5
VYXB01016021.1	1	317	3	114	35.9621	0.561514	39.8	7.67
VYXB01016022.1	1	317	3	111	35.0158	0.564669	39.3	0
VYXB01016023.1	1	317	1	46	14.511	0.14511	40	3
VYXB01016026.1	1	317	2	86	27.1293	0.542587	39.9	1
VYXB01016027.1	1	317	2	98	30.9148	0.618297	39.8	0
VYXB01016028.1	1	317	8	154	48.5804	1.99685	39.7	26.5
VYXB01016031.1	1	317	2	58	18.2965	0.365931	40	4
VYXB01016034.1	1	317	1	64	20.1893	0.201893	40	5
VYXB01016036.1	1	317	1	34	10.7256	0.107256	40	1
VYXB01016039.1	1	317	16	171	53.9432	3.02208	39.7	17.5
VYXB01016041.1	1	318	1	57	17.9245	0.179245	39.7	0
VYXB01016044.1	1	318	4	174	54.717	0.81761	39.9	0.5
VYXB01016046.1	1	317	1	38	11.9874	0.119874	40	4
VYXB01016047.1	1	318	5	180	56.6038	0.915094	39.7	9.4
VYXB01016048.1	1	318	3	110	34.5912	0.600629	37.3	13.3
VYXB01016049.1	1	318	3	158	49.6855	0.496855	39.8	18.7
VYXB01016050.1	1	318	2	47	14.7799	0.295597	39.8	0
VYXB01016052.1	1	318	1	68	21.3836	0.213836	39.8	54
VYXB01016053.1	1	318	2	74	23.2704	0.408805	39.8	0
VYXB01016054.1	1	318	1	59	18.5535	0.185535	40	42
VYXB01016059.1	1	318	4	197	61.9497	0.764151	39.9	16.8
VYXB01016062.1	1	319	2	87	27.2727	0.272727	40	7.5
VYXB01016064.1	1	319	1	37	11.5987	0.115987	40	0
VYXB01016065.1	1	319	1	84	26.3323	0.263323	40	13
VYXB01016066.1	1	318	1	61	19.1824	0.191824	40	28
VYXB01016070.1	1	319	1	62	19.4357	0.194357	40	0
VYXB01016071.1	1	319	4	220	68.9655	1.16301	40	0
VYXB01016072.1	1	319	1	51	15.9875	0.159875	40	12
VYXB01016073.1	1	319	3	90	28.2132	0.846395	39.9	12
VYXB01016075.1	1	319	1	54	16.9279	0.169279	40	0
VYXB01016076.1	1	319	2	126	39.4984	0.394984	38.5	10
VYXB01016077.1	1	319	8	233	73.0408	1.45768	39.9	24.8
